石块|[(300, 1)]
附言|[(340, 1)]
利尼有|[(17, 1)]
纽说|[(152, 2)]
冠绝|[]
世界级|[(35, 1), (171, 1), (172, 1), (174, 1), (207, 1), (314, 1), (386, 1), (624, 1), (667, 1)]
评比|[(286, 1)]
露易丝|[(265, 5)]
赶赴|[(65, 1)]
做个|[(171, 1)]
遐想|[(198, 1)]
换取|[(270, 1), (272, 1), (367, 1)]
有生以来|[(179, 1)]
家破|[]
失掉|[(171, 1)]
对博尼|[(668, 1)]
两送|[(508, 1)]
后悔|[(121, 2), (277, 1), (343, 1)]
比我强|[(171, 1)]
做主|[(103, 1), (171, 2)]
载入|[(592, 1)]
称雄|[]
伯恩|[(113, 1), (131, 1), (134, 39), (138, 2), (164, 1), (169, 2), (174, 1), (193, 2), (202, 1), (204, 2), (217, 1), (220, 1), (221, 1), (235, 1), (238, 1), (247, 10), (273, 1), (275, 1), (298, 1), (355, 1), (415, 1), (534, 3), (541, 1), (592, 2), (639, 1), (641, 4)]
解除|[(25, 1), (610, 1)]
填补|[(273, 1), (355, 1), (424, 1), (583, 1), (648, 1)]
由哈维|[(663, 1)]
维蒂|[(157, 1), (239, 1), (409, 1), (473, 1)]
挡不住|[(207, 1)]
放光芒|[(311, 1)]
登贝莱则|[(146, 1)]
送进|[(171, 1)]
想象|[(149, 2), (155, 2), (253, 1), (377, 1), (485, 1)]
展开|[(85, 1), (87, 1), (132, 1), (137, 1), (176, 1), (188, 1), (255, 1), (306, 1), (307, 1), (322, 1), (323, 1), (336, 1), (338, 1), (345, 1), (409, 1), (418, 1), (481, 1), (518, 1), (519, 1), (552, 1), (553, 1), (589, 1), (597, 1), (601, 1), (606, 1)]
少赛|[(257, 1), (351, 2), (359, 2), (378, 1), (410, 2), (601, 1), (645, 1), (648, 1), (652, 1)]
地为|[(529, 1), (665, 1)]
埃克|[(126, 1)]
卡西利|[(254, 1), (333, 1), (372, 1), (378, 1), (381, 1), (664, 1)]
扎扎|[(323, 3), (409, 2), (543, 1)]
嘲讽|[(305, 1)]
托蒂|[(201, 5), (311, 1)]
一届|[(100, 2)]
无语凝|[(501, 1)]
立足于|[(383, 1)]
写道|[(16, 3), (78, 1), (303, 2), (305, 1), (319, 1), (357, 1), (501, 2)]
优势|[(87, 1), (94, 1), (187, 1), (188, 3), (285, 3), (347, 1), (358, 1), (359, 1), (374, 1), (390, 1), (410, 3), (419, 1), (444, 1), (508, 1), (601, 2), (645, 1), (651, 1)]
匈牙利|[(49, 1), (530, 1)]
降到|[(154, 1)]
轻轻|[(244, 1)]
进程|[(82, 1), (206, 1), (279, 2), (349, 1), (569, 1), (647, 1)]
太少|[(273, 1)]
调节|[(98, 2)]
科与|[(118, 1)]
里程碑|[(632, 1)]
恩爱|[(50, 1), (397, 1)]
国外|[(68, 1), (145, 1), (536, 1)]
左右|[(55, 1), (71, 1), (119, 1), (403, 1), (410, 1), (424, 1), (528, 1), (563, 1), (577, 1), (598, 1)]
首场|[(0, 1), (58, 1), (174, 1), (257, 1), (269, 1)]
右脚|[(87, 1), (191, 1), (345, 1), (359, 2), (368, 1), (370, 1), (390, 2), (468, 4), (648, 1), (652, 1)]
觅得|[(338, 1), (454, 1)]
免签|[(118, 1), (180, 1), (429, 1)]
复苏|[(232, 1)]
第六位|[(487, 1)]
每天|[(113, 1), (129, 2), (171, 2), (174, 1), (215, 1), (270, 2), (432, 1), (596, 1)]
对白|[(648, 1)]
愿景|[(269, 1), (279, 1)]
孔|[(345, 1)]
斯德哥尔摩|[(182, 1), (203, 1)]
入球|[(188, 1), (337, 1), (601, 2)]
专业|[(156, 1), (176, 1), (178, 1), (179, 1), (187, 1), (241, 1), (258, 1), (260, 1), (275, 1), (279, 1), (297, 1), (300, 1), (312, 1), (314, 1), (328, 1), (340, 1), (420, 1)]
不二|[(268, 1)]
介入|[(551, 1), (554, 1)]
抢眼|[(472, 1), (541, 1)]
六分|[(285, 1)]
拉克斯|[(35, 1), (369, 3), (573, 2), (645, 3)]
要视|[(248, 1)]
对库|[(243, 1)]
首秀|[(39, 1), (62, 2), (78, 1), (91, 1), (124, 1), (169, 1), (185, 1), (197, 2), (204, 1), (235, 1), (273, 1), (352, 1), (592, 1)]
签订|[(277, 1), (343, 1), (603, 1)]
实际|[(642, 1)]
卖出|[(424, 1)]
萌生|[(273, 1)]
纳甘|[(247, 1)]
滑门|[(391, 1), (398, 1)]
相威胁|[(75, 1)]
积分|[(100, 1), (190, 1), (192, 1), (206, 1), (248, 2), (257, 1), (269, 1), (324, 1), (338, 1), (346, 1), (347, 1), (351, 1), (359, 1), (369, 1), (378, 1), (419, 1), (429, 2), (444, 1), (446, 1), (583, 1), (599, 3), (601, 1), (648, 1), (650, 1), (652, 2), (669, 1)]
报告|[(232, 1), (546, 1)]
土超加|[(526, 1)]
挑射|[(87, 1), (345, 1), (368, 1), (409, 1), (648, 1)]
悬念|[(410, 1), (599, 1), (661, 1), (669, 1)]
商业|[(42, 1), (182, 1), (612, 1), (624, 3)]
扎哈|[(235, 1), (651, 1)]
花|[(57, 1), (58, 1), (121, 1), (191, 1), (279, 1), (432, 1), (624, 4)]
险情|[(338, 2), (468, 1)]
没人|[(432, 3)]
所愿|[(402, 1), (493, 1)]
詹在|[(11, 1), (216, 2), (245, 1), (273, 1), (443, 1)]
出太好|[(559, 1)]
积到|[(404, 1)]
签下|[(4, 1), (6, 5), (8, 1), (11, 1), (14, 1), (15, 1), (17, 4), (18, 1), (21, 2), (25, 5), (27, 1), (30, 1), (34, 1), (38, 1), (44, 3), (45, 5), (51, 1), (52, 1), (57, 2), (60, 2), (67, 1), (75, 3), (77, 1), (80, 1), (82, 4), (91, 1), (95, 1), (96, 1), (98, 1), (111, 1), (116, 1), (117, 1), (118, 5), (120, 1), (124, 1), (131, 1), (139, 1), (142, 1), (145, 3), (147, 1), (150, 2), (152, 1), (157, 1), (164, 2), (168, 1), (169, 2), (173, 1), (175, 2), (183, 1), (193, 1), (196, 1), (198, 1), (204, 2), (206, 1), (208, 1), (210, 3), (212, 4), (224, 2), (236, 1), (238, 1), (239, 2), (243, 1), (262, 1), (268, 1), (282, 1), (320, 1), (331, 1), (337, 1), (349, 1), (360, 1), (365, 2), (371, 1), (412, 4), (420, 1), (435, 1), (449, 1), (460, 2), (466, 1), (467, 1), (473, 1), (479, 2), (483, 5), (493, 2), (494, 1), (499, 1), (502, 1), (506, 1), (510, 1), (511, 1), (512, 3), (513, 2), (514, 1), (517, 1), (518, 4), (519, 1), (522, 1), (523, 6), (525, 1), (528, 2), (529, 2), (531, 1), (535, 1), (543, 1), (545, 3), (551, 1), (553, 3), (556, 2), (557, 4), (563, 1), (575, 1), (577, 5), (580, 2), (581, 3), (585, 1), (587, 1), (588, 5), (589, 1), (605, 1), (607, 1), (608, 1), (616, 3), (617, 7), (618, 3), (629, 1), (633, 1), (634, 2), (643, 1)]
过掉|[(137, 1), (482, 1), (650, 1)]
达米安|[(6, 1), (45, 1), (51, 1), (308, 1)]
索内斯|[(642, 1)]
签名|[(171, 1), (265, 1)]
一大笔钱|[(565, 1)]
天津|[(77, 1), (86, 1), (142, 1)]
分量|[(149, 1), (243, 1)]
致意|[(89, 1), (629, 1)]
刷新|[(525, 1), (563, 1), (606, 1)]
反对|[(586, 1)]
贝莱林助|[(244, 1)]
马路上|[(377, 1)]
圣保罗|[(171, 2)]
时间|[(5, 1), (8, 1), (10, 1), (49, 1), (58, 1), (64, 1), (83, 1), (87, 1), (98, 1), (101, 2), (102, 1), (115, 2), (123, 1), (127, 1), (134, 5), (137, 1), (138, 1), (140, 2), (144, 1), (146, 1), (149, 2), (151, 1), (156, 1), (158, 1), (164, 1), (171, 2), (175, 1), (179, 1), (181, 1), (183, 1), (187, 1), (188, 1), (191, 3), (197, 2), (228, 1), (234, 1), (236, 1), (239, 1), (244, 1), (253, 1), (257, 1), (259, 2), (266, 1), (268, 2), (269, 2), (270, 2), (272, 1), (273, 2), (279, 1), (288, 1), (289, 1), (294, 3), (307, 1), (308, 1), (314, 1), (321, 1), (323, 1), (324, 1), (333, 1), (335, 1), (336, 1), (337, 1), (338, 1), (344, 1), (345, 1), (349, 1), (351, 1), (355, 1), (359, 1), (361, 1), (362, 1), (368, 1), (369, 1), (370, 1), (374, 1), (378, 1), (379, 1), (381, 1), (383, 1), (388, 1), (390, 1), (391, 1), (393, 1), (394, 1), (398, 1), (399, 1), (400, 1), (407, 1), (409, 1), (415, 1), (418, 1), (419, 1), (421, 1), (432, 2), (436, 1), (446, 1), (447, 3), (454, 1), (455, 1), (456, 1), (461, 1), (468, 1), (471, 1), (472, 1), (474, 1), (477, 1), (482, 1), (486, 1), (504, 1), (508, 1), (516, 1), (517, 1), (543, 1), (550, 1), (559, 1), (564, 1), (572, 1), (573, 1), (580, 1), (582, 3), (595, 3), (599, 1), (601, 1), (602, 1), (605, 1), (609, 3), (625, 3), (639, 1), (644, 1), (645, 1), (647, 1), (648, 1), (652, 1), (662, 1), (665, 1)]
伯纳乌|[(75, 1), (82, 2), (373, 1), (497, 3), (629, 1)]
不知|[(316, 1)]
不费吹灰之力|[(639, 1)]
传射|[(137, 1), (244, 1), (307, 1), (323, 2), (601, 2)]
球托出|[(87, 1), (244, 1), (257, 1), (409, 1), (601, 1), (645, 1)]
乌拉圭|[(288, 1), (462, 2)]
欧冠|[(0, 1), (11, 1), (13, 3), (14, 1), (19, 6), (62, 1), (67, 1), (72, 1), (75, 1), (84, 1), (91, 1), (94, 1), (100, 10), (104, 1), (106, 1), (116, 3), (119, 1), (121, 3), (124, 1), (129, 6), (149, 2), (154, 1), (157, 2), (171, 1), (174, 1), (177, 1), (178, 3), (187, 2), (188, 1), (190, 4), (192, 13), (194, 3), (198, 1), (200, 1), (203, 1), (204, 1), (207, 7), (214, 1), (215, 1), (228, 1), (231, 2), (232, 1), (238, 1), (240, 2), (248, 2), (250, 1), (251, 5), (253, 3), (255, 4), (265, 1), (269, 4), (272, 2), (274, 3), (276, 3), (278, 5), (279, 2), (280, 3), (281, 8), (282, 2), (283, 1), (284, 2), (285, 1), (290, 2), (293, 1), (294, 3), (297, 1), (305, 3), (311, 4), (318, 4), (333, 1), (342, 3), (347, 3), (360, 4), (364, 1), (368, 1), (373, 1), (376, 2), (380, 3), (383, 1), (384, 2), (394, 1), (397, 1), (407, 2), (414, 4), (416, 1), (419, 1), (421, 1), (425, 1), (426, 2), (434, 1), (437, 1), (444, 1), (446, 1), (449, 1), (459, 2), (466, 1), (483, 1), (487, 3), (497, 1), (500, 1), (503, 1), (507, 1), (509, 5), (512, 1), (515, 1), (518, 1), (523, 1), (530, 3), (533, 1), (553, 1), (562, 6), (570, 2), (575, 1), (576, 1), (582, 1), (585, 1), (593, 1), (595, 2), (599, 2), (603, 2), (607, 1), (610, 1), (613, 1), (614, 1), (619, 5), (624, 1), (631, 1), (637, 2), (639, 2), (643, 1), (645, 1), (648, 1), (659, 1), (663, 3), (669, 1)]
急卖|[]
生日|[(1, 1), (16, 1), (40, 1), (73, 1), (86, 2), (171, 1), (311, 1), (319, 2), (341, 1), (354, 1), (424, 1), (526, 2), (663, 1)]
做错|[(407, 1)]
转而|[(47, 2), (51, 1), (408, 1), (435, 1), (437, 1), (588, 1)]
尝试|[(17, 1), (30, 1), (45, 1), (100, 1), (110, 1), (171, 2), (210, 1), (229, 1), (280, 2), (307, 1), (346, 1), (369, 1), (374, 1), (380, 1), (398, 1), (407, 1), (412, 1), (419, 1), (443, 2), (446, 2), (453, 1), (480, 1), (483, 2), (539, 1), (543, 1), (557, 3), (558, 1), (577, 1), (587, 1), (607, 1), (644, 1), (648, 1), (649, 1), (659, 1), (665, 1)]
毫不费力|[(285, 1)]
米斯|[(368, 4)]
达纳|[(468, 1), (478, 1)]
一点点|[(171, 1)]
面积|[(37, 1)]
全新|[(196, 1), (582, 2), (591, 1), (624, 1)]
致电|[(543, 1)]
水涨船高|[(639, 1)]
事物|[(446, 1)]
累计|[(8, 1), (632, 2)]
别扭|[(268, 1)]
后开|[]
送上|[(45, 1), (82, 1), (247, 1), (360, 1), (399, 1), (438, 2), (501, 1), (526, 1), (601, 1), (606, 1), (634, 2)]
贝吉|[(30, 1), (177, 1), (611, 2)]
马库斯|[(543, 1)]
历史纪录|[]
点球|[(94, 6), (121, 1), (156, 1), (167, 1), (174, 1), (188, 1), (190, 1), (241, 4), (293, 1), (312, 2), (314, 8), (316, 1), (321, 4), (324, 4), (327, 3), (337, 5), (339, 1), (344, 2), (345, 1), (358, 4), (368, 1), (369, 2), (530, 1), (611, 1), (639, 3), (649, 2), (663, 3)]
里斯坦|[(30, 1), (106, 1), (177, 1), (611, 2)]
奇普|[(609, 1)]
等同于|[(374, 2)]
估值|[(232, 1), (545, 1)]
梦想|[(62, 2), (121, 1), (171, 3), (185, 1), (239, 1), (255, 4), (379, 1), (396, 1), (412, 1), (562, 1), (570, 1), (578, 2), (660, 1), (665, 1)]
体育|[(6, 3), (17, 6), (30, 1), (31, 1), (34, 1), (45, 8), (46, 1), (51, 3), (58, 1), (66, 1), (69, 1), (71, 2), (75, 1), (82, 5), (89, 1), (92, 2), (98, 5), (107, 1), (117, 1), (118, 9), (124, 2), (126, 2), (128, 1), (136, 1), (168, 1), (169, 2), (193, 2), (196, 1), (198, 1), (205, 1), (235, 1), (239, 3), (240, 5), (252, 1), (258, 1), (269, 1), (283, 1), (286, 1), (287, 1), (309, 1), (330, 1), (341, 2), (342, 1), (376, 1), (386, 1), (403, 2), (405, 1), (406, 1), (412, 2), (417, 1), (423, 1), (432, 1), (435, 1), (449, 2), (466, 1), (467, 2), (470, 2), (476, 1), (479, 2), (483, 9), (489, 1), (495, 1), (497, 1), (499, 1), (502, 2), (512, 1), (513, 1), (518, 3), (519, 2), (523, 3), (533, 2), (535, 2), (540, 2), (543, 6), (547, 1), (552, 2), (553, 3), (566, 2), (567, 1), (574, 1), (576, 1), (577, 8), (584, 1), (585, 3), (588, 4), (590, 1), (607, 1), (616, 1), (617, 4), (621, 1), (624, 3), (629, 1), (642, 2), (663, 1)]
理解|[(149, 2), (179, 1), (288, 1), (315, 1), (374, 1), (415, 2), (418, 1), (432, 3), (614, 1)]
将争|[(444, 1)]
飞铲|[(244, 1), (323, 1)]
你会射|[(280, 1)]
马尔科维奇|[(18, 3), (325, 2)]
要吐出|[(171, 1)]
大额|[(277, 1)]
父亲|[(34, 2), (161, 1), (171, 2), (243, 1), (432, 1), (435, 1), (543, 1), (639, 1)]
好事|[(206, 1), (270, 1), (279, 1), (280, 1)]
不缺|[(607, 1)]
范戴克代|[(510, 1)]
奏凯|[]
条款|[(49, 1), (52, 1), (60, 1), (67, 1), (68, 1), (73, 1), (75, 1), (78, 2), (82, 1), (89, 2), (95, 1), (98, 1), (118, 1), (128, 2), (132, 1), (204, 1), (210, 1), (239, 1), (240, 1), (331, 1), (350, 2), (356, 1), (449, 1), (470, 1), (518, 2), (520, 2), (531, 1), (533, 2), (534, 1), (540, 1), (543, 1), (544, 1), (577, 1), (594, 1), (667, 1), (668, 1)]
段子|[(16, 2)]
前拿球|[(359, 1)]
困难|[(94, 2), (98, 1), (100, 2), (102, 1), (114, 1), (129, 1), (156, 1), (206, 1), (214, 1), (225, 2), (249, 1), (251, 1), (253, 1), (256, 1), (261, 1), (270, 1), (279, 2), (316, 1), (317, 1), (335, 2), (360, 2), (380, 1), (384, 1), (385, 1), (404, 1), (411, 1), (416, 2), (418, 2), (432, 1), (437, 1), (446, 1), (458, 1), (535, 1), (565, 2), (580, 1), (593, 1), (596, 1), (640, 1), (647, 3), (649, 2)]
复杂|[(66, 1), (227, 1), (399, 1), (432, 1), (467, 1), (540, 1), (596, 1), (639, 1)]
租期|[(491, 1)]
萨拉|[(4, 3), (6, 1), (7, 2), (15, 3), (17, 2), (25, 2), (26, 4), (27, 3), (28, 4), (31, 3), (38, 1), (44, 6), (45, 1), (51, 1), (52, 2), (55, 3), (56, 5), (60, 3), (65, 3), (67, 3), (73, 3), (75, 1), (82, 1), (89, 1), (92, 6), (98, 1), (99, 3), (118, 1), (127, 11), (130, 3), (136, 3), (140, 4), (160, 3), (175, 1), (224, 5), (232, 1), (239, 1), (262, 3), (283, 1), (308, 1), (330, 3), (341, 3), (467, 1), (470, 2), (479, 3), (493, 4), (500, 2), (503, 3), (511, 3), (512, 1), (518, 1), (523, 1), (528, 4), (533, 4), (542, 2), (543, 1), (548, 3), (549, 3), (552, 4), (553, 1), (563, 3), (564, 2), (574, 1), (576, 1), (577, 1), (585, 3), (586, 3), (588, 1), (598, 3), (608, 4), (617, 1), (622, 4)]
很多年|[(58, 1), (118, 1), (152, 1), (172, 1), (279, 1), (285, 1)]
全神贯注|[(156, 1)]
时代|[(78, 1), (129, 1), (140, 1), (171, 1), (207, 1), (250, 1), (272, 1), (411, 1), (497, 1), (570, 1), (582, 1)]
而本|[(266, 1), (438, 1)]
盖坦|[(226, 1), (234, 1), (333, 1), (336, 1), (358, 3), (361, 1), (368, 3), (389, 1), (451, 1), (607, 3)]
现实|[(228, 1), (248, 1), (272, 1), (529, 1), (551, 1), (565, 1), (578, 1)]
雷蒙德|[(197, 1), (324, 1), (332, 1), (338, 6), (351, 2), (359, 3)]
穆|[(226, 2), (239, 2), (409, 1), (451, 1), (559, 1), (579, 3)]
飞吻|[(459, 1)]
反客为主|[]
调低|[(346, 1)]
列支敦士登|[(308, 6)]
印钞机|[(78, 2)]
时任|[(16, 1)]
高球|[(601, 1)]
直塞球|[(602, 1), (658, 1)]
竞争力|[(100, 2), (269, 1), (273, 1), (383, 1), (536, 1)]
有时候|[(171, 3), (207, 1), (432, 2), (446, 1), (492, 1), (568, 1), (584, 1), (659, 1)]
穿|[(172, 2), (188, 1), (237, 1), (323, 1), (397, 1), (472, 1), (568, 2), (587, 1), (663, 1)]
技战术|[(562, 1)]
逊色|[(311, 2)]
酒吧|[(311, 2)]
这封|[(447, 1)]
表态|[(98, 1), (116, 1), (127, 1), (130, 1), (133, 1), (156, 1), (215, 1), (298, 2), (318, 2), (387, 1), (453, 1), (480, 1), (483, 2), (496, 1), (497, 1), (506, 1), (543, 1), (583, 1), (588, 1)]
递|[(111, 1)]
身处|[(19, 1), (31, 1), (56, 1), (171, 1), (285, 1)]
追着|[(432, 1)]
索取|[(308, 1)]
奥格斯堡|[(39, 1), (208, 1), (483, 1), (522, 3), (609, 1)]
米体|[(57, 1), (518, 1)]
克莱克|[(336, 1), (358, 2)]
更强|[(121, 1), (124, 1), (225, 1), (318, 1), (383, 1), (619, 1), (667, 1)]
莫斯科|[(35, 1), (542, 3)]
首位|[(487, 1), (592, 1), (641, 1)]
两次|[(6, 1), (16, 1), (62, 1), (94, 1), (148, 1), (188, 2), (207, 1), (248, 1), (274, 2), (294, 1), (338, 1), (358, 1), (359, 1), (417, 1), (436, 1), (458, 1), (506, 1), (639, 1), (657, 2)]
走路|[(663, 1)]
更弱|[(187, 1), (281, 1)]
证明|[(5, 1), (13, 1), (30, 1), (39, 1), (78, 1), (100, 1), (119, 1), (129, 1), (130, 1), (138, 1), (166, 1), (174, 1), (185, 1), (206, 1), (207, 2), (214, 1), (233, 2), (240, 1), (259, 1), (268, 1), (269, 2), (271, 2), (278, 1), (284, 1), (294, 1), (315, 1), (346, 1), (366, 1), (378, 1), (385, 1), (406, 1), (411, 1), (415, 1), (418, 1), (506, 1), (534, 1), (580, 1), (597, 1), (639, 1), (642, 1), (659, 1), (668, 1)]
打起|[(86, 1)]
通|[(98, 1)]
马姆|[(244, 1)]
埃尔|[(368, 5)]
拉云|[(85, 1), (87, 2)]
大碍|[(148, 1), (351, 2), (359, 2), (648, 1)]
谨慎|[(135, 1), (152, 1)]
吉田麻|[(42, 1), (293, 1), (324, 2), (332, 1), (338, 1), (351, 1), (359, 3)]
基准|[(320, 1)]
人物|[(207, 1), (243, 1), (311, 1), (353, 2), (399, 1), (447, 1), (611, 1), (639, 1)]
对准|[(171, 1), (579, 1)]
预料到|[(252, 1), (279, 1)]
格鲁伊奇|[(295, 1), (332, 1), (388, 1), (652, 1), (662, 1)]
强敌|[(278, 1), (472, 1)]
失|[]
奥卡卡|[(370, 6)]
一系列|[(110, 1), (420, 1), (466, 1), (507, 1)]
杰里|[(98, 1)]
剥夺|[(580, 1)]
引起|[(71, 1), (189, 1), (273, 2), (303, 1), (530, 1), (555, 1)]
帕斯卡|[(175, 1), (613, 1)]
因伤|[(146, 2), (188, 1), (215, 1), (248, 2), (295, 1), (325, 1), (391, 1), (398, 1), (407, 1), (409, 1), (472, 1), (476, 1), (645, 1)]
逮捕|[(109, 2), (115, 2)]
假装|[(171, 1), (584, 2)]
坐镇|[(146, 1), (234, 1), (257, 1), (307, 1), (310, 1), (333, 1), (361, 1), (369, 1), (446, 1), (454, 1), (455, 1), (601, 1), (602, 1), (645, 2), (669, 1)]
斯巴达|[(35, 1), (518, 1), (542, 3)]
廉价|[(567, 1)]
召入|[(311, 1)]
猛|[(391, 1), (398, 1)]
猜|[(94, 1), (121, 1)]
不到|[(241, 1), (313, 1), (410, 1), (432, 2), (534, 1), (590, 1), (642, 1), (649, 1)]
科学|[(196, 1)]
世事难料|[(135, 1)]
亚索|[(323, 1)]
不利|[(649, 1)]
履历|[(474, 1)]
任命|[(5, 1), (274, 1), (399, 1), (467, 1), (513, 1), (582, 1), (624, 2)]
撞墙|[(378, 1), (455, 1), (602, 1), (648, 1)]
带领|[(108, 1), (144, 1), (194, 1), (207, 1), (266, 1), (296, 1), (337, 4), (344, 1), (437, 1), (438, 1), (477, 1), (557, 1), (580, 1), (661, 1)]
卡普拉|[(181, 1)]
门洞|[(323, 1)]
邮报|[(17, 1), (41, 1), (45, 2), (75, 4), (98, 2), (118, 1), (152, 1), (153, 1), (163, 1), (164, 1), (167, 1), (170, 1), (171, 1), (207, 1), (232, 1), (239, 2), (262, 1), (268, 2), (273, 1), (281, 1), (282, 1), (297, 2), (300, 2), (304, 1), (306, 1), (311, 1), (313, 1), (334, 1), (340, 1), (355, 1), (356, 1), (371, 1), (394, 2), (424, 1), (434, 1), (467, 1), (483, 1), (496, 3), (518, 1), (520, 1), (523, 2), (541, 1), (543, 3), (553, 1), (581, 1), (615, 1), (617, 4), (620, 1), (639, 1), (660, 1), (667, 1), (668, 1)]
新星|[(83, 1), (117, 1), (118, 1), (136, 1), (145, 1), (173, 1), (184, 1), (224, 1), (232, 1), (239, 1), (264, 1), (282, 1), (283, 2), (304, 1), (367, 3), (373, 1), (434, 1), (449, 1), (460, 1), (574, 1), (585, 1), (588, 1), (615, 1), (617, 1), (618, 1), (640, 1)]
凌空|[(87, 2), (167, 1), (188, 1), (216, 1), (273, 1), (286, 2), (307, 1), (308, 3), (345, 1), (351, 1), (359, 1), (368, 1), (370, 2), (455, 1), (468, 2), (613, 1), (656, 1)]
可爱|[(663, 1)]
险胜|[(188, 2)]
奥萨苏纳|[(234, 1), (323, 3), (336, 1), (358, 6), (361, 1), (646, 1)]
漏勺|[(639, 1)]
例子|[(171, 1), (214, 1), (281, 1), (496, 1)]
袋鼠|[(0, 1)]
吉多|[(508, 1)]
获得成功|[(130, 1), (201, 1), (298, 1)]
继续|[(9, 1), (17, 1), (24, 1), (30, 1), (46, 1), (51, 1), (58, 1), (82, 1), (89, 1), (90, 1), (94, 1), (100, 4), (115, 1), (119, 2), (133, 1), (136, 1), (146, 1), (156, 5), (157, 1), (165, 1), (175, 1), (183, 1), (191, 1), (201, 1), (230, 1), (232, 1), (234, 1), (237, 1), (238, 1), (239, 1), (240, 1), (241, 1), (252, 1), (253, 1), (256, 1), (268, 1), (270, 1), (273, 2), (277, 1), (281, 1), (294, 1), (308, 2), (323, 1), (338, 3), (346, 1), (349, 1), (352, 1), (364, 1), (365, 1), (375, 2), (380, 1), (385, 1), (401, 2), (409, 1), (415, 1), (416, 2), (419, 1), (430, 2), (447, 1), (455, 2), (467, 1), (468, 1), (471, 1), (483, 1), (485, 1), (488, 2), (489, 1), (498, 3), (518, 2), (537, 1), (543, 2), (544, 1), (553, 1), (554, 1), (562, 2), (563, 1), (568, 2), (569, 1), (572, 1), (588, 2), (604, 1), (611, 2), (617, 1), (624, 1), (625, 2), (627, 3), (636, 1), (639, 1), (645, 1), (646, 1), (651, 1), (659, 1), (663, 1)]
长久|[(414, 1), (436, 1), (562, 1)]
扑住|[(324, 1)]
额外|[(19, 2), (97, 1), (612, 2), (642, 1)]
彪炳|[(661, 1)]
博洛尼亚|[(17, 2), (543, 1), (594, 2)]
德媒|[]
积分榜|[(82, 1), (156, 1), (206, 1), (214, 2), (225, 1), (244, 1), (248, 1), (255, 1), (285, 1), (293, 1), (307, 1), (323, 1), (324, 2), (335, 1), (358, 1), (369, 1), (380, 2), (385, 1), (398, 1), (410, 1), (418, 1), (446, 2), (455, 1), (477, 2), (508, 1), (612, 1), (636, 1), (651, 1)]
龙门|[(308, 1)]
不错|[(3, 1), (4, 1), (8, 1), (45, 1), (62, 1), (75, 1), (93, 2), (97, 1), (111, 1), (171, 2), (183, 1), (217, 1), (269, 1), (270, 1), (350, 2), (361, 2), (380, 2), (383, 2), (384, 2), (404, 1), (405, 1), (407, 2), (416, 2), (432, 2), (444, 1), (446, 1), (450, 1), (471, 1), (498, 1), (524, 1), (583, 4), (624, 1), (650, 1)]
绝不会|[(148, 1)]
反观|[(648, 1)]
众所周知|[(203, 1), (567, 1)]
最终|[(10, 2), (30, 1), (32, 2), (60, 1), (62, 1), (63, 1), (74, 1), (75, 1), (77, 1), (87, 1), (93, 1), (94, 1), (100, 2), (103, 2), (115, 1), (137, 2), (138, 1), (145, 1), (146, 3), (155, 1), (171, 1), (174, 1), (178, 2), (179, 2), (188, 2), (191, 1), (192, 1), (195, 1), (203, 1), (207, 2), (215, 1), (228, 2), (235, 1), (239, 1), (244, 2), (257, 2), (258, 1), (262, 1), (265, 1), (269, 1), (278, 1), (281, 1), (286, 1), (287, 1), (296, 1), (298, 1), (307, 2), (308, 3), (323, 4), (324, 2), (337, 2), (338, 4), (339, 1), (341, 1), (344, 2), (345, 2), (359, 2), (362, 1), (368, 1), (369, 3), (370, 1), (371, 1), (374, 1), (378, 1), (381, 1), (390, 1), (398, 2), (400, 2), (402, 1), (409, 4), (420, 1), (421, 1), (439, 1), (444, 1), (454, 2), (455, 3), (468, 2), (480, 1), (481, 1), (491, 1), (493, 2), (504, 2), (507, 1), (508, 2), (531, 1), (557, 1), (559, 2), (562, 1), (564, 2), (571, 1), (576, 1), (596, 1), (598, 1), (599, 3), (601, 2), (608, 1), (611, 1), (622, 1), (640, 1), (645, 2), (648, 2), (652, 2), (659, 1), (663, 1)]
达克|[(617, 2)]
裴妮|[(345, 1)]
埃德尔|[(308, 4), (412, 1)]
尚|[(382, 1)]
球横|[(559, 1)]
资格赛|[(129, 1), (192, 7), (198, 1), (265, 1), (278, 1), (283, 1), (512, 1), (582, 1), (599, 1), (624, 1), (637, 1)]
尔|[(3, 2), (4, 2), (17, 1), (41, 2), (146, 3), (202, 1), (220, 1), (388, 1), (390, 3), (391, 1), (393, 1), (398, 1), (504, 2), (588, 1), (601, 1)]
承担|[(620, 1)]
少|[(146, 2), (197, 1), (254, 1), (294, 1), (305, 1), (385, 1), (386, 1), (423, 2), (500, 1)]
冬训|[(485, 1)]
小|[(24, 1), (37, 2), (53, 1), (76, 2), (85, 1), (96, 1), (114, 1), (146, 1), (153, 1), (170, 1), (191, 1), (228, 1), (257, 2), (271, 1), (314, 1), (368, 1), (369, 5), (370, 2), (421, 1), (424, 1), (427, 1), (439, 1), (446, 1), (455, 1), (456, 1), (461, 1), (463, 1), (477, 1), (481, 1), (508, 2), (575, 4), (602, 2), (642, 1), (645, 4), (648, 2), (654, 1), (665, 3)]
没点|[(456, 1)]
